date,channel,revenue,orders,spend_channel_gbp,cac_proxy_channel
2025-12-19,Affiliates,1689.88,19,247.43,13.02
2025-12-19,Email,1890.54,21,294.42,14.02
2025-12-19,Organic,5044.66,59,754.83,12.79
2025-12-19,Paid Search,7756.88,87,1093.1,12.56
2025-12-19,Paid Social,5821.53,61,742.3,12.17
2025-12-20,Affiliates,1478.81,15,195.29,13.02
2025-12-20,Email,1642.4,21,279.37,13.3
2025-12-20,Organic,5329.32,51,645.53,12.66
2025-12-20,Paid Search,7899.1,82,900.48,10.98
2025-12-20,Paid Social,4686.46,42,691.64,16.47
2025-12-21,Affiliates,1514.84,14,204.38,14.6
2025-12-21,Email,736.49,12,253.19,21.1
2025-12-21,Organic,6290.75,72,844.98,11.74
2025-12-21,Paid Search,7738.92,88,1095.12,12.44
2025-12-21,Paid Social,4827.18,55,652.8,11.87
2025-12-22,Affiliates,1125.26,11,194.85,17.71
2025-12-22,Email,1330.88,15,283.14,18.88
2025-12-22,Organic,5548.97,58,782.44,13.49
2025-12-22,Paid Search,6839.53,78,995.55,12.76
2025-12-22,Paid Social,5498.35,61,788.53,12.93
2025-12-23,Affiliates,2103.43,21,255.62,12.17
2025-12-23,Email,2361.86,27,325.92,12.07
2025-12-23,Organic,6915.19,74,738.11,9.97
2025-12-23,Paid Search,7217.3,81,1067.22,13.18
2025-12-23,Paid Social,7160.51,77,808.4,10.5
2025-12-24,Affiliates,1298.89,13,162.85,12.53
2025-12-24,Email,3541.64,34,290.17,8.53
2025-12-24,Organic,7272.8,74,823.14,11.12
2025-12-24,Paid Search,8814.78,89,962.3,10.81
2025-12-24,Paid Social,6203.6,65,722.47,11.11
2025-12-25,Affiliates,1971.29,22,213.89,9.72
2025-12-25,Email,2096.05,22,339.17,15.42
2025-12-25,Organic,6037.9800000000005,66,702.78,10.65
2025-12-25,Paid Search,11231.68,107,1109.18,10.37
2025-12-25,Paid Social,6943.14,72,690.56,9.59
2025-12-26,Affiliates,1352.45,16,152.19,9.51
2025-12-26,Email,2715.36,28,243.51,8.7
2025-12-26,Organic,6015.9400000000005,70,662.03,9.46
2025-12-26,Paid Search,7563.49,82,852.27,10.39
2025-12-26,Paid Social,6028.14,66,626.52,9.49
2025-12-27,Affiliates,1571.87,17,176.2,10.36
2025-12-27,Email,2455.63,27,268.63,9.95
2025-12-27,Organic,6444.89,79,742.34,9.4
2025-12-27,Paid Search,11259.18,111,1016.74,9.16
2025-12-27,Paid Social,6246.24,75,684.57,9.13
2025-12-28,Affiliates,1599.5,15,191.18,12.75
2025-12-28,Email,3033.28,35,331.38,9.47
2025-12-28,Organic,5763.22,69,783.83,11.36
2025-12-28,Paid Search,8178.52,89,1086.53,12.21
2025-12-28,Paid Social,6948.28,71,793.39,11.17
2025-12-29,Affiliates,1645.87,14,170.03,12.14
2025-12-29,Email,2328.37,28,302.27,10.8
2025-12-29,Organic,10049.87,94,853.29,9.08
2025-12-29,Paid Search,10316.75,109,1076.85,9.88
2025-12-29,Paid Social,8857.93,99,746.24,7.54
2025-12-30,Affiliates,1025.53,11,146.45,13.31
2025-12-30,Email,2069.66,27,314.25,11.64
2025-12-30,Organic,7390.32,74,796.3,10.76
2025-12-30,Paid Search,8968.28,94,1055.63,11.23
2025-12-30,Paid Social,5137.7300000000005,61,738.33,12.1
2025-12-31,Affiliates,1933.8100000000002,18,171.07,9.5
2025-12-31,Email,2090.58,23,229.87,9.99
2025-12-31,Organic,6875.83,67,662.88,9.89
2025-12-31,Paid Search,7352.37,85,890.08,10.47
2025-12-31,Paid Social,4032.09,52,719.01,13.83
